dateTime,activities-calories,activities-steps,Activities-distance,activities-floors,sleep-startTime,sleep-timeInBed,sleep-minutesAsleep,sleep-efficiency
2016-09-24,2290,15502,11,0,,0,0,0
2016-09-25,2547,14665,10,0,01:36,395,395,100
2016-09-26,1999,5186,3,0,01:00,425,425,100
2016-09-27,2049,7188,5,0,00:56,400,400,100
2016-09-28,2084,7973,5,0,,0,0,0
2016-09-29,2074,6760,4,0,00:52,464,464,100
2016-09-30,2153,8085,5,0,,0,0,0
2016-10-01,2241,9673,7,0,01:21,461,461,100
2016-10-02,2587,21637,16,0,01:13,434,434,100
2016-10-03,2832,13697,10,0,00:53,399,399,100
2016-10-04,2098,7292,5,0,00:39,470,470,100
2016-10-05,2703,17258,12,0,01:16,402,402,100
2016-10-06,2102,7941,5,0,01:42,377,377,100
2016-10-07,2193,9387,6,0,01:24,433,433,100
2016-10-08,2383,17074,12,0,,0,0,0
2016-10-09,2609,13911,10,0,01:43,476,476,100
2016-10-10,2118,8185,6,0,01:27,434,434,100
2016-10-11,2229,10218,7,0,01:54,408,408,100
2016-10-12,2117,8081,5,0,00:47,472,472,100
2016-10-13,2086,6917,5,0,01:03,460,460,100
2016-10-14,2175,10259,7,0,00:49,468,468,100
2016-10-15,2679,15584,11,0,01:23,561,561,100
2016-10-16,3835,19859,14,0,,0,0,0
2016-10-17,2310,8643,6,0,00:32,484,484,100
2016-10-18,2108,7665,5,0,01:01,424,424,100
2016-10-19,2294,18043,13,0,01:30,431,431,100
2016-10-20,2184,20116,14,0,01:32,419,419,100
2016-10-21,1962,9490,7,0,01:12,449,449,100
2016-10-22,2094,9034,6,0,01:02,463,463,100
2016-10-23,2011,7895,5,0,,0,0,0
2016-10-24,1969,10670,7,0,00:45,451,451,100
2016-10-25,1901,5870,4,0,00:28,482,482,100
2016-10-26,1909,6354,4,0,00:42,461,461,100
2016-10-27,2035,12200,9,0,00:39,475,475,100
2016-10-28,1865,6571,4,0,,0,0,0
2016-10-29,2065,5033,3,0,00:59,487,487,100
2016-10-30,1855,6936,5,0,,0,0,0
2016-10-31,2122,3809,2,0,02:50,323,323,100
2016-11-01,2078,15334,11,0,,0,0,0
2016-11-02,2051,13520,9,0,23:44,480,480,100
2016-11-03,1904,5795,4,0,23:41,449,449,100
2016-11-04,2014,12702,9,0,00:16,448,448,100
2016-11-05,1894,6432,4,0,00:19,541,541,100
2016-11-06,1847,5997,4,0,23:40,531,531,100
2016-11-07,2624,15867,11,0,00:26,376,376,100
2016-11-08,1934,8540,6,0,00:39,424,424,100
2016-11-09,1814,4762,3,0,00:11,454,454,100
2016-11-10,1888,8450,6,0,23:19,462,462,100
2016-11-11,2154,13450,9,0,23:10,477,477,100
2016-11-12,1916,8569,6,0,00:30,480,480,100
2016-11-13,1798,2578,1,0,00:35,366,366,100
2016-11-14,1818,3252,2,0,23:37,480,480,100
2016-11-15,2700,15413,11,0,00:13,447,447,100
2016-11-16,2254,20542,15,0,00:36,424,424,100
2016-11-17,1960,10539,7,0,00:04,428,428,100
2016-11-18,2193,17203,12,0,23:35,503,503,100
2016-11-19,2282,15253,11,0,01:22,422,422,100
2016-11-20,2151,5069,3,0,,0,0,0
2016-11-21,2081,13594,10,0,23:49,471,471,100
2016-11-22,2106,14993,11,0,00:08,448,448,100
2016-11-23,2003,7929,5,0,00:52,414,414,100
2016-11-24,1850,7013,5,0,00:08,444,444,100
2016-11-25,1949,7608,5,0,00:38,384,384,100
2016-11-26,1960,10595,7,0,23:33,498,498,100
2016-11-27,1844,4995,3,0,23:23,466,466,100
2016-11-28,2992,25775,19,0,22:53,465,465,100
2016-11-29,2070,14539,10,0,23:38,429,429,100
2016-11-30,2608,18699,13,0,23:17,444,444,100
2016-12-01,2530,19629,14,0,23:15,415,415,100
2016-12-02,3082,27830,20,0,23:51,461,461,100
2016-12-03,2374,10831,8,0,,0,0,0
2016-12-04,2380,6714,4,0,21:55,535,535,100
2016-12-05,3076,21945,16,0,22:33,486,486,100
2016-12-06,2258,16887,12,0,23:52,407,407,100
2016-12-07,2624,21333,15,0,22:56,449,449,100
2016-12-08,1990,10529,7,0,23:53,457,457,100
2016-12-09,2483,11291,8,0,23:55,467,467,100
2016-12-10,1972,8098,5,0,23:41,523,523,100
2016-12-11,2449,"7309,5",10,0,23:31,390,390,100
2016-12-12,2780,10121,14,0,23:52,469,469,100
2016-12-13,2647,7910,11,0,23:33,427,427,100
2016-12-14,2370,9876,14,0,23:50,408,408,100
2016-12-15,2631,8930,13,0,23:37,415,415,100
2016-12-16,2211,4918,14,0,23:38,417,417,100
2016-12-17,2427,"5544,5",8,0,23:24,483,483,100
2016-12-18,2532,7382,10,0,23:32,522,522,100
2016-12-19,2106,3235,4,0,23:59,388,388,100
2016-12-20,1820,2062,3,0,,0,0,0
2016-12-21,1865,4137,6,0,,0,0,0
2016-12-22,1997,"7913,5",11,0,,0,0,0
2016-12-23,1859,2627,3,0,,0,0,0
2016-12-24,2000,4824,7,0,,0,0,0
2016-12-25,2264,8980,6,0,00:17,484,484,100
2016-12-26,2558,7704,7,7,22:26,560,547,98
2016-12-27,3102,6409,4,7,23:05,458,444,97
2016-12-28,2514,5163,3,5,23:19,441,428,97
2016-12-29,2618,8409,6,3,22:23,473,454,96
2016-12-30,2961,11671,8,4,23:55,403,383,95
2016-12-31,3087,6959,5,11,22:44,512,502,98
2017-01-01,3100,10020,8,10,03:26,346,341,99
2017-01-02,2964,12597,9,3,23:29,436,418,96
