dateTime,foods-log-caloriesIn,foods-log-water,activities-calories,activities-caloriesBMR,activities-steps,Activities-distance,activities-floors,activities-elevation,activities-minutesSedentary,activities-minutesLightlyActive,activities-minutesFairlyActive,activities-minutesVeryActive,total giornata,sleep-startTime,sleep-timeInBed,sleep-minutesAsleep,sleep-awakeningsCount,sleep-minutesAwake,sleep-minutesToFallAsleep,sleep-minutesAfterWakeup,sleep-efficiency,body-weight,body-bmi,body-fat
2015-10-11,0,0.0,2001,1778,9045,7,0,0,821,119,0,0,940,01:33,500,500,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-12,0,0.0,1918,1778,5763,4,0,0,872,82,0,0,954,00:45,486,486,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-13,0,0.0,1897,1778,5291,4,0,0,895,79,0,0,974,01:04,466,466,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-14,0,0.0,2003,1778,9305,7,0,0,802,124,0,0,926,00:59,514,514,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-15,0,0.0,1870,1778,4447,3,0,0,891,73,0,0,964,00:27,476,476,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-16,0,0.0,2098,1778,13231,10,0,0,839,184,0,0,1023,01:43,417,417,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-17,0,0.0,1943,1778,7335,5,0,0,1328,112,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-10-18,0,0.0,1932,1778,6948,5,0,0,825,107,0,0,932,01:12,508,508,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-19,0,0.0,2197,1778,12474,9,0,0,873,145,0,0,1018,01:38,422,422,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-20,0,0.0,1987,1778,6867,5,0,0,880,93,0,0,973,01:08,467,467,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-21,0,0.0,1919,1778,6161,5,0,0,812,97,0,0,909,00:48,531,531,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-22,0,0.0,1969,1778,8148,6,0,0,912,114,0,0,1026,01:50,414,414,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-23,0,0.0,2295,1778,16847,12,0,0,786,196,0,0,982,00:56,458,458,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-24,0,0.0,2101,1778,12524,9,0,0,946,159,0,0,1105,03:35,335,335,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-25,0,0.0,2465,1778,16598,12,0,0,1212,0,160,0,1372,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-10-26,0,0.0,1999,1778,8783,6,0,0,851,115,0,0,966,22:52,525,525,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-27,0,0.0,2018,1778,6945,5,0,0,905,95,0,0,1000,23:43,455,455,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-28,0,0.0,2014,1778,9381,7,0,0,819,130,0,0,949,23:58,493,493,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-29,0,0.0,1945,1778,7371,5,0,0,892,108,0,0,1000,00:20,440,440,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-30,0,0.0,2044,1778,11080,8,0,0,836,154,0,0,990,00:08,450,450,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-10-31,0,0.0,2059,1778,10488,8,0,0,937,131,0,0,1068,02:06,372,372,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-01,0,0.0,2541,1778,22751,17,0,0,1140,0,242,0,1382,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-02,0,0.0,1861,1778,3761,3,0,0,909,62,0,0,971,23:02,527,527,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-03,0,0.0,2104,1778,8414,6,0,0,856,0,103,0,959,00:03,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-04,0,0.0,2016,1778,9623,7,0,0,830,140,0,0,970,23:44,486,486,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-05,0,0.0,1958,1778,7217,5,0,0,934,102,0,0,1036,00:40,404,404,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-06,0,0.0,2264,1778,14333,11,0,0,821,172,0,0,993,00:01,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-07,0,0.0,1894,1778,4699,3,0,0,862,71,0,0,933,00:33,507,507,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-08,0,0.0,2774,1778,18176,13,0,0,1276,0,0,147,1423,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-09,0,0.0,1910,1778,6016,4,0,0,882,91,0,0,973,23:43,484,484,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-10,0,0.0,2196,1778,9616,7,0,0,860,0,110,0,970,00:11,442,442,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-11,0,0.0,1972,1778,7875,6,0,0,850,111,0,0,961,23:32,507,507,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-12,0,0.0,1903,1778,5474,4,0,0,795,78,0,0,873,00:54,414,414,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-13,0,0.0,2259,1778,13683,10,0,0,899,165,0,0,1064,21:27,529,529,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-14,0,0.0,2223,1778,16258,12,0,0,1236,190,0,0,1426,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-15,0,0.0,1979,1778,8421,6,0,0,763,117,0,0,880,23:46,516,516,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-16,0,0.0,1880,1778,4275,3,0,0,897,58,0,0,955,23:02,523,523,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-17,0,0.0,2038,1778,9560,7,0,0,834,119,0,0,953,23:40,491,491,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-18,0,0.0,1966,1778,8093,6,0,0,863,126,0,0,989,23:44,467,467,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-19,0,0.0,1887,1778,5137,4,0,0,933,82,0,0,1015,00:48,406,406,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-20,0,0.0,2385,1778,16605,12,0,0,800,0,189,0,989,23:41,470,470,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-21,0,0.0,2006,1778,8630,6,0,0,1332,108,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-22,0,0.0,2772,1778,17429,13,0,0,1258,0,0,143,1401,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-23,0,0.0,1867,1778,4341,3,0,0,897,73,0,0,970,23:21,509,509,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-24,0,0.0,1940,1778,6296,5,0,0,914,85,0,0,999,00:19,441,441,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-25,0,0.0,1867,1778,4065,3,0,0,1373,67,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-26,0,0.0,2028,1778,9820,7,0,0,873,125,0,0,998,00:15,437,437,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-27,0,0.0,2192,1778,9979,7,0,0,877,0,104,0,981,23:55,464,464,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-28,0,0.0,1860,1778,3499,3,0,0,1386,52,0,0,1438,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-11-29,0,0.0,2696,1778,17428,13,0,0,853,0,0,148,1001,23:58,401,401,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-11-30,0,0.0,1907,1778,5523,4,0,0,872,84,0,0,956,23:20,508,508,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-01,0,0.0,2053,1778,11225,8,0,0,820,148,0,0,968,23:44,485,485,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-02,0,0.0,1951,1778,6842,5,0,0,866,96,0,0,962,23:57,479,479,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-03,0,0.0,1984,1778,7981,6,0,0,862,109,0,0,971,23:58,471,471,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-04,0,0.0,2373,1778,14483,11,0,0,889,0,136,0,1025,00:05,415,415,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-05,0,0.0,1960,1778,7093,5,0,0,1346,91,0,0,1437,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-12-06,0,0.0,3172,1778,28125,21,0,0,694,0,241,1,936,23:57,451,451,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-07,0,0.0,2035,1778,9455,7,0,0,810,109,0,0,919,23:04,544,544,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-08,0,0.0,1957,1778,6960,5,0,0,762,98,0,0,860,23:27,613,613,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-09,0,0.0,1934,1778,6743,5,0,0,941,100,0,0,1041,00:31,392,392,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-10,0,0.0,1932,1778,6358,5,0,0,936,90,0,0,1026,23:53,421,421,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-11,0,0.0,1996,1778,8791,6,0,0,970,122,0,0,1092,00:59,348,348,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-12,0,0.0,1972,1778,8780,6,0,0,901,133,0,0,1034,00:47,406,406,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-13,0,0.0,1947,1778,7069,5,0,0,1300,105,0,0,1405,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-12-14,0,0.0,1945,1778,6878,5,0,0,871,93,0,0,964,23:25,506,506,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-15,0,0.0,1921,1778,5720,4,0,0,765,79,0,0,844,23:55,471,471,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-16,0,0.0,1931,1778,6459,5,0,0,905,96,0,0,1001,21:50,569,569,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-17,0,0.0,1966,1778,7565,6,0,0,890,105,0,0,995,00:16,445,445,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-18,0,0.0,2326,1778,13565,10,0,0,899,0,156,0,1055,00:35,385,385,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-19,0,0.0,1946,1778,7098,5,0,0,797,100,0,0,897,00:02,543,543,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-20,0,0.0,2652,1773,19488,14,0,0,1230,0,189,0,1419,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2015-12-21,0,0.0,1940,1773,6834,5,0,0,878,94,0,0,972,23:39,489,489,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-22,0,0.0,1918,1773,6232,5,0,0,866,91,0,0,957,00:03,463,463,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-23,0,0.0,2333,1773,20429,15,0,0,718,239,0,0,957,23:40,503,503,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-24,0,0.0,1892,1773,5166,4,0,0,856,81,0,0,937,00:45,503,503,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-25,0,0.0,1874,1773,4429,3,0,0,929,73,0,0,1002,00:23,438,438,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-26,0,0.0,3023,1773,27833,21,0,0,735,0,244,0,979,00:22,413,413,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-27,0,0.0,1882,1773,5014,4,0,0,829,82,0,0,911,23:12,577,577,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-28,0,0.0,1963,1773,7627,6,0,0,886,107,0,0,993,00:23,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-29,0,0.0,1975,1773,7784,6,0,0,858,100,0,0,958,00:29,443,443,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-30,0,0.0,1902,1773,5306,4,0,0,894,74,0,0,968,23:21,511,511,0,0,0,0,100,75.0,23.671255111694336,18.5
2015-12-31,0,0.0,2075,1773,10573,8,0,0,830,121,0,0,951,00:24,489,489,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-01,0,0.0,2364,1773,12361,9,0,0,1307,0,120,0,1427,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-01-02,0,0.0,1956,1773,7383,5,0,0,962,104,0,0,1066,23:47,387,387,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-03,0,0.0,2091,1773,11721,9,0,0,840,138,0,0,978,00:11,462,462,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-04,0,0.0,1869,1773,4043,3,0,0,927,56,0,0,983,00:12,457,457,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-05,0,0.0,2569,1773,18881,14,0,0,864,0,181,0,1045,00:22,358,358,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-06,0,0.0,2400,1773,14551,11,0,0,858,0,152,0,1010,23:23,449,449,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-07,0,0.0,1987,1773,8305,6,0,0,838,114,0,0,952,23:42,486,486,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-08,0,0.0,1983,1773,8677,6,0,0,860,120,0,0,980,23:40,480,480,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-09,0,0.0,1881,1773,4882,4,0,0,838,79,0,0,917,00:12,523,523,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-10,0,0.0,2725,1773,18204,13,0,0,1247,0,156,1,1404,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-01-11,0,0.0,1950,1773,7461,6,0,0,866,106,0,0,972,23:24,504,504,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-12,0,0.0,2295,1773,12795,9,0,0,784,0,135,0,919,00:15,453,453,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-13,0,0.0,1852,1773,4052,3,0,0,915,72,0,0,987,22:52,521,521,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-14,0,0.0,1937,1773,7061,5,0,0,888,103,0,0,991,00:08,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-15,0,0.0,1973,1773,8219,6,0,0,847,120,0,0,967,23:58,475,475,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-16,0,0.0,1909,1773,5468,4,0,0,796,83,0,0,879,00:34,532,532,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-17,0,0.0,2695,1773,17560,13,0,0,814,0,156,1,971,23:31,463,463,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-18,0,0.0,1944,1773,7627,6,0,0,921,115,0,0,1036,23:25,439,439,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-19,0,0.0,2350,1773,12651,9,0,0,835,0,132,0,967,00:12,444,444,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-20,0,0.0,1969,1773,7609,6,0,0,855,101,0,0,956,23:31,513,513,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-21,0,0.0,1980,1773,8578,6,0,0,866,121,0,0,987,00:11,447,447,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-22,0,0.0,1958,1773,7436,5,0,0,859,106,0,0,965,23:54,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-23,0,0.0,2519,1773,16496,12,0,0,882,0,165,0,1047,23:44,404,404,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-24,0,0.0,2966,1773,22950,17,0,0,768,0,0,188,956,23:55,437,437,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-25,0,0.0,1995,1773,8329,6,0,0,839,111,0,0,950,23:08,522,522,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-26,0,0.0,1871,1773,4065,3,0,0,867,66,0,0,933,23:40,488,488,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-27,0,0.0,1887,1773,4697,3,0,0,885,72,0,0,957,23:21,490,490,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-28,0,0.0,1988,1773,9011,7,0,0,863,130,0,0,993,23:28,479,479,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-29,0,0.0,2297,1773,13062,10,0,0,1284,0,145,0,1429,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-01-30,0,0.0,1969,1773,7155,5,0,0,867,84,0,0,951,23:49,500,500,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-01-31,0,0.0,1936,1773,6069,4,0,0,1326,82,0,0,1408,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-02-01,0,0.0,1991,1773,8019,6,0,0,892,102,0,0,994,23:28,478,478,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-02,0,0.0,2184,1773,9001,7,0,0,915,0,95,0,1010,00:36,428,428,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-03,0,0.0,2023,1773,9208,7,0,0,839,122,0,0,961,23:58,481,481,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-04,0,0.0,1962,1773,7541,6,0,0,928,105,0,0,1033,00:13,407,407,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-05,0,0.0,1940,1773,7244,5,0,0,892,109,0,0,1001,00:18,439,439,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-06,0,0.0,2087,1773,10291,8,0,0,710,116,0,0,826,00:59,483,483,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-07,0,0.0,1814,1773,1886,1,0,0,867,37,0,0,904,21:49,654,654,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-08,0,0.0,1990,1773,8225,6,0,0,874,110,0,0,984,23:47,459,459,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-09,0,0.0,1937,1773,6990,5,0,0,828,107,0,0,935,23:50,472,472,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-10,0,0.0,1990,1773,7492,6,0,0,818,90,0,0,908,23:17,478,478,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-11,0,0.0,1856,1773,3979,3,0,0,930,69,0,0,999,22:23,514,514,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-12,0,0.0,2057,1773,11009,8,0,0,823,150,0,0,973,23:36,491,491,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-13,0,0.0,1974,1773,7582,6,0,0,806,95,0,0,901,00:28,539,539,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-14,0,0.0,1906,1773,5195,4,0,0,1334,72,0,0,1406,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-02-15,0,0.0,1950,1773,5675,4,0,0,904,70,0,0,974,23:26,500,500,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-16,0,0.0,1975,1773,7676,6,0,0,844,110,0,0,954,00:03,450,450,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-17,0,0.0,1854,1773,4007,3,0,0,960,68,0,0,1028,23:24,448,448,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-18,0,0.0,1913,1773,5775,4,0,0,914,81,0,0,995,00:59,401,401,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-19,0,0.0,2047,1773,10818,8,0,0,800,140,0,0,940,23:16,510,510,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-20,0,0.0,2072,1773,10563,8,0,0,817,121,0,0,938,23:26,536,536,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-21,0,0.0,2216,1773,10583,8,0,0,826,0,108,0,934,00:21,470,470,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-22,0,0.0,2015,1773,9233,7,0,0,855,117,0,0,972,23:24,487,487,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-23,0,0.0,1997,1773,9666,7,0,0,833,140,0,0,973,23:43,484,484,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-24,0,0.0,1925,1773,6493,5,0,0,917,93,0,0,1010,00:07,422,422,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-25,0,0.0,1923,1773,5821,4,0,0,1087,79,0,0,1166,23:52,282,282,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-26,0,0.0,1760,1773,0,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-02-27,0,0.0,1820,1773,2407,2,0,0,1399,41,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-02-28,0,0.0,1891,1773,4674,3,0,0,844,67,0,0,911,00:13,529,529,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-02-29,0,0.0,1964,1773,7510,6,0,0,1138,96,0,0,1234,00:01,206,206,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-01,0,0.0,1856,1773,4165,3,0,0,915,73,0,0,988,00:15,452,452,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-02,0,0.0,1882,1773,5543,4,0,0,1345,94,0,0,1439,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-03-03,0,0.0,1931,1773,5983,4,0,0,893,85,0,0,978,23:59,446,446,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-04,0,0.0,1976,1773,8660,6,0,0,854,130,0,0,984,23:43,473,473,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-05,0,0.0,1978,1773,7316,5,0,0,881,89,0,0,970,00:05,470,470,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-06,0,0.0,1836,1773,2818,2,0,0,1393,47,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-03-07,0,0.0,1981,1773,8119,6,0,0,876,114,0,0,990,00:12,450,450,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-08,0,0.0,2286,1773,12993,10,0,0,895,0,141,0,1036,00:34,396,396,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-09,0,0.0,1947,1773,7084,5,0,0,865,97,0,0,962,23:52,486,486,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-10,0,0.0,2034,1773,9911,7,0,0,880,124,0,0,1004,00:36,436,436,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-11,0,0.0,1922,1773,6388,5,0,0,1338,102,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-03-12,0,0.0,2082,1773,12287,9,0,0,782,161,0,0,943,00:22,497,497,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-13,0,0.0,2643,1773,20440,15,0,0,806,0,190,0,996,00:01,422,422,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-14,0,0.0,1904,1773,5471,4,0,0,875,83,0,0,958,23:38,491,491,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-15,0,0.0,1966,1773,7904,6,0,0,933,108,0,0,1041,23:47,412,412,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-16,0,0.0,1774,1773,155,0,0,0,1336,0,0,0,1336,06:41,104,104,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-17,0,0.0,1850,1773,2813,2,0,0,1394,46,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-03-18,0,0.0,1867,1773,4256,3,0,0,1375,65,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-03-19,0,0.0,2283,1773,15548,11,0,0,746,178,0,0,924,00:15,516,516,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-20,0,0.0,2781,1773,19510,14,0,0,834,0,174,0,1008,00:19,428,428,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-21,0,0.0,1855,1773,3268,2,0,0,963,41,0,0,1004,23:56,440,440,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-22,0,0.0,1906,1773,5539,4,0,0,846,80,0,0,926,00:17,450,450,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-23,0,0.0,1918,1773,5850,4,0,0,985,86,0,0,1071,22:56,433,433,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-24,0,0.0,1997,1773,9807,7,0,0,855,139,0,0,994,00:13,446,446,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-25,0,0.0,2001,1773,9491,7,0,0,898,129,0,0,1027,00:53,413,413,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-26,0,0.0,2104,1773,12719,9,0,0,779,151,0,0,930,00:34,510,510,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-27,0,0.0,1915,1773,6346,5,0,0,910,97,0,0,1007,00:38,433,433,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-28,0,0.0,2594,1773,19835,15,0,0,829,0,187,0,1016,01:19,424,424,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-29,0,0.0,1960,1773,7107,5,0,0,865,98,0,0,963,00:50,477,477,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-30,0,0.0,1997,1773,9873,7,0,0,820,145,0,0,965,00:57,475,475,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-03-31,0,0.0,2030,1773,9756,7,0,0,870,121,0,0,991,01:22,449,449,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-04-01,0,0.0,2019,1773,9934,7,0,0,947,140,0,0,1087,01:26,353,353,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-04-02,0,0.0,2097,1773,12885,10,0,0,1278,162,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-03,0,0.0,2679,1773,16756,12,0,0,917,0,0,144,1061,01:52,379,379,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-04-04,0,0.0,1938,1773,7090,5,0,0,864,99,0,0,963,00:49,477,477,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-04-05,0,0.0,1840,1773,2898,2,0,0,933,42,0,0,975,00:59,465,465,0,0,0,0,100,75.0,23.671255111694336,18.5
2016-04-06,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-07,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-08,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-09,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-10,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-11,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-12,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-13,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-14,0,0.0,1760,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-15,0,0.0,1773,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-16,0,0.0,1773,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-17,0,0.0,1773,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
2016-04-18,0,0.0,1773,1773,,0,0,0,1440,0,0,0,1440,,0,0,0,0,0,0,0,75.0,23.671255111694336,18.5
